url_path,views_total,views_unique
/awslabs/assisted-log-enabler-for-aws,90,59
/awslabs/assisted-log-enabler-for-aws/pulls,11,5
/awslabs/assisted-log-enabler-for-aws/blob/main/assisted_log_enabler.py,10,5
/awslabs/assisted-log-enabler-for-aws/pull/52,6,3
/awslabs/assisted-log-enabler-for-aws/pull/51,5,3
/awslabs/assisted-log-enabler-for-aws/blob/main/subfunctions/ALE_multi_account.py,4,1
/awslabs/assisted-log-enabler-for-aws/issues,2,2
/awslabs/assisted-log-enabler-for-aws/pull/45,2,2
/awslabs/assisted-log-enabler-for-aws/blob/main/permissions/ALE_permissions_example_multi_account.json,2,1
/awslabs/assisted-log-enabler-for-aws/pull/48,2,1
