url_path,views_total,views_unique
/awslabs/assisted-log-enabler-for-aws,164,41
/awslabs/assisted-log-enabler-for-aws/issues,61,7
/awslabs/assisted-log-enabler-for-aws/pulls,53,9
/awslabs/assisted-log-enabler-for-aws/actions,42,4
/awslabs/assisted-log-enabler-for-aws/pull/55,24,5
/awslabs/assisted-log-enabler-for-aws/pull/65,19,4
/awslabs/assisted-log-enabler-for-aws/activity,17,3
/awslabs/assisted-log-enabler-for-aws/commit/2e318f0192b3c161eb37ff961578baa725e4be35,16,5
/awslabs/assisted-log-enabler-for-aws/commit/e6011950d66dad03ab5f5209d4f56970fa50f0a0,15,4
/awslabs/assisted-log-enabler-for-aws/issues/66,15,4
