time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-10-23 00:00:00+00:00,8,8,66.0,22.0
2023-10-24 00:00:00+00:00,4,4,11.0,10.0
2023-10-25 00:00:00+00:00,4,4,20.0,13.0
2023-10-26 00:00:00+00:00,3,3,5.0,5.0
2023-10-27 00:00:00+00:00,4,4,12.0,10.0
2023-10-28 00:00:00+00:00,5,5,1.0,1.0
2023-10-29 00:00:00+00:00,4,4,4.0,3.0
2023-10-30 00:00:00+00:00,5,5,19.0,12.0
2023-10-31 00:00:00+00:00,5,5,6.0,5.0
2023-11-01 00:00:00+00:00,4,4,9.0,7.0
2023-11-02 00:00:00+00:00,5,5,8.0,8.0
2023-11-03 00:00:00+00:00,8,7,13.0,9.0
2023-11-04 00:00:00+00:00,6,6,2.0,2.0
2023-11-05 00:00:00+00:00,2,2,,
