time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-09-25 00:00:00+00:00,9,9,5,4
2025-09-26 00:00:00+00:00,10,9,7,3
2025-09-27 00:00:00+00:00,6,5,19,8
2025-09-28 00:00:00+00:00,12,7,389,10
2025-09-29 00:00:00+00:00,9,6,49,14
2025-09-30 00:00:00+00:00,7,7,104,7
2025-10-01 00:00:00+00:00,10,10,26,14
2025-10-02 00:00:00+00:00,8,7,21,12
2025-10-03 00:00:00+00:00,10,9,21,11
2025-10-04 00:00:00+00:00,14,11,15,7
2025-10-05 00:00:00+00:00,5,5,32,10
2025-10-06 00:00:00+00:00,6,6,158,12
2025-10-07 00:00:00+00:00,8,8,123,19
2025-10-08 00:00:00+00:00,4,3,18,9
