referrer,views_total,views_unique
DuckDuckGo,28,10
Google,25,13
github.com,14,7
community.aws,5,1
news.ycombinator.com,1,1
pages.awscloud.com,1,1
jira.abrigo.com,1,1
com.linkedin.android,1,1
