url_path,views_total,views_unique
/awslabs/assisted-log-enabler-for-aws,167,84
/awslabs/assisted-log-enabler-for-aws/issues,24,6
/awslabs/assisted-log-enabler-for-aws/pulls,20,4
/awslabs/assisted-log-enabler-for-aws/forks,20,3
/awslabs/assisted-log-enabler-for-aws/blob/main/assisted_log_enabler.py,12,3
/awslabs/assisted-log-enabler-for-aws/graphs/commit-activity,7,3
/awslabs/assisted-log-enabler-for-aws/tree/main/subfunctions,5,4
/awslabs/assisted-log-enabler-for-aws/tree/main,5,2
/awslabs/assisted-log-enabler-for-aws/actions,3,3
/awslabs/assisted-log-enabler-for-aws/blob/main/subfunctions/ALE_cleanup_single.py,3,2
