url_path,views_total,views_unique
/awslabs/assisted-log-enabler-for-aws,126,67
/awslabs/assisted-log-enabler-for-aws/issues,13,3
/awslabs/assisted-log-enabler-for-aws/pulls,11,3
/awslabs/assisted-log-enabler-for-aws/commits/main,4,2
/awslabs/assisted-log-enabler-for-aws/tree/main/diagrams,3,3
/awslabs/assisted-log-enabler-for-aws/blob/main/permissions/ALE_child_account_role.yaml,3,2
/awslabs/assisted-log-enabler-for-aws/tree/main/subfunctions,3,2
/awslabs/assisted-log-enabler-for-aws/blob/main/assisted_log_enabler.py,2,2
/awslabs/assisted-log-enabler-for-aws/blob/main/subfunctions/ALE_single_account.py,2,2
/awslabs/assisted-log-enabler-for-aws/forks,2,2
