time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-08-31 00:00:00+00:00,13,7,230,8
2025-09-01 00:00:00+00:00,14,8,267,13
2025-09-02 00:00:00+00:00,16,10,401,15
2025-09-03 00:00:00+00:00,6,6,34,9
2025-09-04 00:00:00+00:00,6,5,267,11
2025-09-05 00:00:00+00:00,4,4,24,10
2025-09-06 00:00:00+00:00,7,7,162,11
2025-09-07 00:00:00+00:00,5,5,89,11
2025-09-08 00:00:00+00:00,4,4,176,14
2025-09-09 00:00:00+00:00,6,6,47,10
2025-09-10 00:00:00+00:00,8,5,115,8
2025-09-11 00:00:00+00:00,10,10,39,12
2025-09-12 00:00:00+00:00,9,9,31,8
2025-09-13 00:00:00+00:00,2,2,14,4
