time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-06-10 00:00:00+00:00,29,16,19,6
2026-06-11 00:00:00+00:00,36,16,38,14
2026-06-12 00:00:00+00:00,48,17,41,13
2026-06-13 00:00:00+00:00,56,17,32,7
2026-06-14 00:00:00+00:00,54,19,29,5
2026-06-15 00:00:00+00:00,38,13,40,10
2026-06-16 00:00:00+00:00,30,9,29,5
2026-06-17 00:00:00+00:00,34,11,38,10
2026-06-18 00:00:00+00:00,47,16,30,10
2026-06-19 00:00:00+00:00,63,17,75,7
2026-06-20 00:00:00+00:00,52,17,15,6
2026-06-21 00:00:00+00:00,44,15,90,8
2026-06-22 00:00:00+00:00,50,12,16,6
2026-06-23 00:00:00+00:00,55,15,36,8
