url_path,views_total,views_unique
/awslabs/assisted-log-enabler-for-aws,102,58
/awslabs/assisted-log-enabler-for-aws/blob/main/README.md,8,2
/awslabs/assisted-log-enabler-for-aws/pulls,6,4
/awslabs/assisted-log-enabler-for-aws/issues,6,3
/awslabs/assisted-log-enabler-for-aws/blob/main/diagrams/assisted_log_enabler.png,6,2
/awslabs/assisted-log-enabler-for-aws/blob/main/permissions/ALE_child_account_role.yaml,6,2
/awslabs/assisted-log-enabler-for-aws/blob/main/subfunctions/ALE_multi_account.py,6,1
/awslabs/assisted-log-enabler-for-aws/blob/main/assisted_log_enabler.py,5,2
/awslabs/assisted-log-enabler-for-aws/blob/main/LICENSE,5,2
/awslabs/assisted-log-enabler-for-aws/tree/main/diagrams,5,2
