referrer,views_total,views_unique
linkedin.com,123,81
github.com,66,5
com.linkedin.android,38,31
Google,37,12
lnkd.in,5,4
d1.awsstatic.com,3,1
DuckDuckGo,1,1
statics.teams.cdn.office.net,1,1
