time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-05-18 00:00:00+00:00,7,5,25,5
2025-05-19 00:00:00+00:00,5,5,20,10
2025-05-20 00:00:00+00:00,10,9,9,5
2025-05-21 00:00:00+00:00,4,4,10,7
2025-05-22 00:00:00+00:00,14,5,14,7
2025-05-23 00:00:00+00:00,12,5,40,26
2025-05-24 00:00:00+00:00,11,5,22,5
2025-05-25 00:00:00+00:00,11,5,34,7
2025-05-26 00:00:00+00:00,20,7,15,5
2025-05-27 00:00:00+00:00,13,5,13,7
2025-05-28 00:00:00+00:00,17,7,16,6
2025-05-29 00:00:00+00:00,12,5,9,7
2025-05-30 00:00:00+00:00,14,6,14,10
2025-05-31 00:00:00+00:00,3,3,22,6
