referrer,views_total,views_unique
github.com,33,13
Google,27,21
tldrsec.com,14,11
t.co,10,6
cloudseclist.com,6,5
m.facebook.com,3,3
linkedin.com,3,2
statics.teams.cdn.office.net,2,2
facebook.com,2,2
mail.google.com,2,1
