referrer,views_total,views_unique
t.co,25,18
Google,13,7
github.com,7,5
aws.amazon.com,4,3
statics.teams.cdn.office.net,3,3
escala24x7.atlassian.net,2,2
Bing,2,2
issues.amazon.com,1,1
