time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-11-25 00:00:00+00:00,5,4,11,5
2024-11-26 00:00:00+00:00,4,3,48,4
2024-11-27 00:00:00+00:00,1,1,9,6
2024-11-28 00:00:00+00:00,4,3,16,8
2024-11-29 00:00:00+00:00,3,3,16,7
2024-11-30 00:00:00+00:00,2,2,18,4
2024-12-01 00:00:00+00:00,3,3,100,7
2024-12-02 00:00:00+00:00,3,3,17,12
2024-12-03 00:00:00+00:00,6,5,19,13
2024-12-04 00:00:00+00:00,2,2,12,8
2024-12-05 00:00:00+00:00,1,1,8,5
2024-12-06 00:00:00+00:00,5,3,17,8
2024-12-07 00:00:00+00:00,1,1,21,4
2024-12-08 00:00:00+00:00,3,3,35,5
