url_path,views_total,views_unique
/awslabs/assisted-log-enabler-for-aws,89,39
/awslabs/assisted-log-enabler-for-aws/pulls,55,14
/awslabs/assisted-log-enabler-for-aws/issues,50,14
/awslabs/assisted-log-enabler-for-aws/issues/43,3,3
/awslabs/assisted-log-enabler-for-aws/issues/59,3,3
/awslabs/assisted-log-enabler-for-aws/labels,3,3
/awslabs/assisted-log-enabler-for-aws/pull/67,3,3
/awslabs/assisted-log-enabler-for-aws/commit/2e318f0192b3c161eb37ff961578baa725e4be35,3,2
/awslabs/assisted-log-enabler-for-aws/activity,2,2
/awslabs/assisted-log-enabler-for-aws/blob/main/LICENSE,2,2
