time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-02-04 00:00:00+00:00,8,6,13,9
2025-02-05 00:00:00+00:00,8,5,12,7
2025-02-06 00:00:00+00:00,3,3,11,9
2025-02-07 00:00:00+00:00,5,4,6,3
2025-02-08 00:00:00+00:00,7,5,11,4
2025-02-09 00:00:00+00:00,6,4,30,8
2025-02-10 00:00:00+00:00,11,7,26,10
2025-02-11 00:00:00+00:00,5,3,13,12
2025-02-12 00:00:00+00:00,6,4,15,8
2025-02-13 00:00:00+00:00,10,8,11,9
2025-02-14 00:00:00+00:00,7,4,11,7
2025-02-15 00:00:00+00:00,4,4,6,4
2025-02-16 00:00:00+00:00,5,4,41,10
2025-02-17 00:00:00+00:00,3,3,31,11
