referrer,views_total,views_unique
Google,32,13
DuckDuckGo,24,10
github.com,22,8
statics.teams.cdn.office.net,5,2
linkedin.com,4,2
com.linkedin.android,4,2
pages.awscloud.com,2,1
aws-blogs-prod.amazon.com,1,1
