referrer,views_total,views_unique
t.co,89,64
Google,20,12
github.com,15,12
tldrsec.com,14,14
mail.google.com,12,12
com.google.android.gm,9,8
cloudseclist.com,6,6
pages.awscloud.com,4,3
m.facebook.com,3,3
linkedin.com,3,2
