time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-03-10 00:00:00+00:00,12,5,32,16
2025-03-11 00:00:00+00:00,4,4,21,13
2025-03-12 00:00:00+00:00,6,6,21,12
2025-03-13 00:00:00+00:00,6,3,10,9
2025-03-14 00:00:00+00:00,7,5,7,4
2025-03-15 00:00:00+00:00,7,4,13,6
2025-03-16 00:00:00+00:00,3,3,46,5
2025-03-17 00:00:00+00:00,7,7,11,7
2025-03-18 00:00:00+00:00,8,5,7,5
2025-03-19 00:00:00+00:00,7,5,12,9
2025-03-20 00:00:00+00:00,10,7,12,5
2025-03-21 00:00:00+00:00,6,6,11,10
2025-03-22 00:00:00+00:00,9,6,4,3
2025-03-23 00:00:00+00:00,4,4,28,8
