time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-03-14 00:00:00+00:00,3,3,8,5
2023-03-15 00:00:00+00:00,6,6,3,2
2023-03-16 00:00:00+00:00,3,3,14,12
2023-03-17 00:00:00+00:00,4,4,13,11
2023-03-18 00:00:00+00:00,4,4,11,8
2023-03-19 00:00:00+00:00,3,3,4,4
2023-03-20 00:00:00+00:00,6,6,67,21
2023-03-21 00:00:00+00:00,4,4,23,14
2023-03-22 00:00:00+00:00,4,4,23,19
2023-03-23 00:00:00+00:00,5,5,25,14
2023-03-24 00:00:00+00:00,3,3,19,9
2023-03-25 00:00:00+00:00,5,5,3,3
2023-03-26 00:00:00+00:00,3,3,3,3
2023-03-27 00:00:00+00:00,3,3,17,12
