url_path,views_total,views_unique
/awslabs/assisted-log-enabler-for-aws,101,44
/awslabs/assisted-log-enabler-for-aws/pulls,64,16
/awslabs/assisted-log-enabler-for-aws/issues,58,17
/awslabs/assisted-log-enabler-for-aws/labels,8,6
/awslabs/assisted-log-enabler-for-aws/issues/43,7,6
/awslabs/assisted-log-enabler-for-aws/issues/59,7,6
/awslabs/assisted-log-enabler-for-aws/pull/67,7,6
/awslabs/assisted-log-enabler-for-aws/milestones,7,5
/awslabs/assisted-log-enabler-for-aws/actions,6,5
/awslabs/assisted-log-enabler-for-aws/activity,6,5
