time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-06-09 00:00:00+00:00,14,6,17,8
2025-06-10 00:00:00+00:00,12,4,191,13
2025-06-11 00:00:00+00:00,13,5,62,12
2025-06-12 00:00:00+00:00,12,5,110,15
2025-06-13 00:00:00+00:00,17,10,93,8
2025-06-14 00:00:00+00:00,12,5,37,7
2025-06-15 00:00:00+00:00,13,6,22,8
2025-06-16 00:00:00+00:00,15,8,32,26
2025-06-17 00:00:00+00:00,14,8,192,15
2025-06-18 00:00:00+00:00,13,7,21,13
2025-06-19 00:00:00+00:00,15,8,57,9
2025-06-20 00:00:00+00:00,11,5,13,8
2025-06-21 00:00:00+00:00,11,5,6,6
2025-06-22 00:00:00+00:00,7,7,94,7
